0,1,2,3,4,5,6,7,8,9,10,11
,Malda,"WBPCB Office, Paribesh Bhaban, Vill.
Abhirampur",103,15,,,21,,,17,
,Medinipur,Vidyasagar University,104,29,,,41,,,34,
,Purulia,Purulia Municipility,104,12,,,27,,,17,
,Raigunj,Raigunj College,103,13,,,20,,,16,
,Rampurhat,Rampurhat Municipility,104,12,,,28,,,18,
,Ranaghat,"Ranaghat Municipility, 11 school lane",104,40,,,72,,,51,
,Raniganj,Raniganj Municipality,104,27,,,45,,,35,
,,"Mangalpur, SKS School Mangalpur",104,30,,,47,,,35,
,,Jamuria Municipality,104,30,,,47,,,35,
,Rishra,Rishra Municipility,104,22,,,71,,,37,
,Sankrail,Bharat Co-op Housing Society,104,19,,,61,,,32,
,,"Bagan Police Station, Bagan",104,21,,,50,,,33,
,,Dhulagar Gram Pachayat,104,20,,,56,,,34,
,,"P Mukherjee's House, Near SBI Amta",104,16,,,44,,,27,
,Siliguri,Siliguri,104,12,,,25,,,17,
,Suri,Suri Municipility,104,13,,,29,,,17,
,Tamluk,"HP Gas Service Station, Maniktala",104,30,,,47,,,38,
,Tribeni,Tribeni Health Center,104,19,,,54,,,31,
,Uluberia,"ESI hospital nursing building, 3rd floor, Near
Sahib Mandir",104,19,,,52,,,32,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,City / town / village,Location,"No. of
monitoring
days",,PM10 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
"Andhra
Pradesh",Anantapur,Kamala Nagar,100,20,,,179,,,87,
,,"APIIC, Zonal office, Industrial Estate",99,18,,,129,,,65,
,,"Cancer Unit. G.G.Hsharada Nagar, JNTU Road",100,15,,,104,,,55,
,,"D.No.6/5/545, Ram Nagar Colony",99,26,,,145,,,78,
,Chitoor,GNC Toll Gate Tirumala,100,18,,,157,,,72,
,,"Near Nutrine Confectionery, Palamaner Road",106,37,,,200,,,63,
,,"Mining Office, Greamspet",40,37,,,165,,,58,
,,Sankar Foundary,43,38,,,92,,,55,
,Eluru,Ashram Diagnostic Centre,107,57,,,85,,,75,
,,District Head quarters hospital,107,52,,,76,,,64,
,,"M/s Laxmi Propylene Ltd., Plot.No. 25,
Industrial Park, Satrampadu",44,56,,,76,,,63,
,,"Somalingeswara nilayam D.N.7B-18-5, Thooru
Veedhi, Eastern street, Paidichintaadu",16,58,,,71,,,64,
,Guntur,"Near Hindu College, Market Road",101,41,,,147,,,60,
,,"A.P. Pollution Control Board, D.No.4-5-
4/5C,4/3, Navabharath nagar, Ring Road",102,32,,,125,,,50,
,,"Distirct Industries Center office Buiding
Autonagar",27,37,,,81,,,45,
,,Government General hospital,27,32,,,125,,,42,
,Kadapa,"Near ICL Industries, Yerragunta, YSR",106,41,,,103,,,69,
,,"Devi Diabetes & Hormone Centre, 7 Roads",98,36,,,136,,,63,
,,"DIC Office,Kadapa",108,35,,,123,,,59,
,,RIMS,43,31,,,78,,,51,
,,Municipal Primary School,23,41,,,128,,,63,
,Kakinada,Office Building Ramanayyapeta,101,18,,,179,,,74,
,,"Gram Panchayathi building, Surya rao peta",106,29,,,149,,,74,
,,"MEE/MEPMA building, Salipeta",105,25,,,195,,,69,
,,Petrochemical Eng. Of JNTU Campus,27,41,,,160,,,90,
,Kurnool,"Mourya Inn, Krishna Nagar",105,18,,,129,,,69,
,,"APIIC Building Industrial estate, Kallur at IDA
Bobbili Growth Center",78,34,,,129,,,73,
,,Rajvihar Circle,103,24,,,120,,,74,
,,"Pump House, Venkataramana Colony",104,16,,,91,,,49,
,Nellore,"Venkatareddy Nagar, Vedayapalem",106,58,,,88,,,65,
,,"D. No.15-471, James Garden, Venkata
Ramapuram, Nellore, SPSR Nellore District",106,57,,,96,,,64,
,,Chandramouli nagar,34,58,,,79,,,64,
,,"Dr.P.V. Rama chandra Reddy Hospital,
Brindavnam",34,57,,,68,,,61,
,Ongole,Near Court Center,106,58,,,101,,,65,
,,"APIIC , Administrative Office, IGS",34,60,,,71,,,65,
,,Ongole Municipal Corporation,34,61,,,91,,,68,
,,Prakasam Milk Produce Compay,34,60,,,73,,,66,
,"Rajahmundry/
Rajamahendravaram","Staff Clud Building, A.P. Paper Mill",107,13,,,168,,,72,
,,"GAIL Administrative Office, A.V. Apparao Road",26,34,,,175,,,99,
,,"MCH Block ,District Hospital, Near Central
Prison, Lalacheruvu Road",9,62,,,149,,,112,
,Srikakulam,"SAMKRG Pistons Quarters Bulding, Near IDA,
Pydibhimavaram",97,57,,,344,,,74,
,,District cooparative office at SKLM Old Bridge,104,58,,,218,,,68,
,,Kushalapuram,17,60,,,93,,,69,
,,"Muncipal corporation Office, Old Bustand",105,60,,,249,,,73,
,Tirupati,"Regional Science Centre, Chittoor Bypass",107,31,,,146,,,51,
,,Municipal Office,107,35,,,104,,,69,
,,APPCB-Regional Office,42,31,,,109,,,50,
,,S.V. Guest house,26,34,,,93,,,63,
,Vijaywada,"NTR Veterinary college of sciences,
Gannavaram",9,75,,,86,,,79,
,,"VR Siddhartha Engineering college , Kanuru",9,46,,,59,,,54,
,,"APIIC,IALA, IDA, Kondaplli",9,71,,,84,,,77,
,,Benz Circle,105,49,,,105,,,84,
,,Autonagar,105,69,,,108,,,88,
,,Police Control Room,105,66,,,107,,,89,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,City / town / village,Location,"No. of
monitoring
days",,PM10 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,"A.P. Pollution Control Board, plot no. 41, Sri
Kanakadurga Officers colony, Gurunank Road",105,61,,,105,,,81,
,,"Gram Panchayat Office, Yenamalakuduru",105,42,,,106,,,63,
,,"Indian Medical Association Hall,Eluru Road,
Governorpet",105,62,,,109,,,80,
,Vishakhapatnam,"Industrial Estate, Marripalem",103,35,,,160,,,84,
,,"Panchayat Raj office, Mindi",103,29,,,236,,,72,
,,Police Barracks,107,38,,,230,,,92,
,,"INS-Virabahu, Naval Area",105,26,,,210,,,71,
,,Seethammadhara,103,20,,,222,,,65,
,,Ganapuram Area,107,28,,,299,,,91,
,,"Pedagantyada (V), Gajuwada (M)",102,25,,,181,,,76,
,,"CWMP, RAMKY, Parawada",105,27,,,145,,,66,
,,MVP Raitu Bajar,35,20,,,214,,,81,
,Vizianagaram,APIIC Building at IDA Bobbili Growth Center,96,50,,,95,,,66,
,,"APIIC Building, VT Agraharam,Industrial area",107,59,,,85,,,68,
,,Muncipal Kaspa High School,105,53,,,150,,,61,
"Arunachal
Pradesh",Itnagar,PCCF's Office Compound,50,20,,,287,,,116,
,Naharlagun,APSPCB Office compound,52,13,,,211,,,88,
Assam,Bongaigaon,"Oil India Ltd. PS-6, Chirang",86,37,,,184,,,56,
,,Barpara Office Building,89,37,,,150,,,54,
,Daranga,"BATAD, Sandoop Jhankar town of Bhutan,
Baska",98,22,,,183,,,71,
,Dibrugarh,Dibrugarh Office Building,101,19,,,171,,,54,
,Golaghat,Golaghat Office Building,100,19,,,136,,,56,
,Guwahati,"Head Office, Bamunimaidam",146,27,,,250,,,115,
,,"Boragaon, IASST, Kamrup",110,26,,,252,,,109,
,,"Guwahati University, Kamrup",130,23,,,188,,,86,
,,"ITI Building, Gopinath Nagar",133,35,,,324,,,149,
,,"Khanapara, Central Dairy, Kamrup",144,20,,,222,,,99,
,,"Near Pragjyotish College, Santipur",143,28,,,305,,,113,
,Margherita,Coal India Office,96,19,,,109,,,54,
,Nagaon,"Water Resources Div., Christian Patty, Nagaon
College",99,18,,,222,,,96,
,Nalbari,"PWD Rural Div Office Complex, near Gordon
Boy's GS School",99,33,,,180,,,97,
,North Lakhimpur,"Bazar Patti, North Lakhimpur Town",95,18,,,163,,,61,
,Silchar,"Govt. Boys HS School, Janiganj",90,36,,,60,,,51,
,,"RLO, Ithkola Market, Ghaniwala Road",89,34,,,60,,,48,
,Sivasagar,Sibasagar Office Building,104,23,,,133,,,57,
,,"Usha Lodge, near ONGCL Colony",103,36,,,183,,,87,
,Tezpur,Tezpur Office Building,99,16,,,198,,,115,
,Tinsukia,"Digboi Carbon factory Campus, Borguri",100,23,,,144,,,58,
,,"Shreepuria, Borguri",90,17,,,120,,,55,
,,Shivdham,103,17,,,147,,,55,
Bihar,Begusarai,Begusarai,102,42,,,187,,,108,
,Darbhanga,"Smt Baby Kumari, Ashok Hotel,Kadirabad
Chowk",103,50,,,437,,,118,
,Gaya,"Godam Road, Raja Market",103,18,,,261,,,89,
,Muzaffarpur,"BSPCB Regional Office, Bela Industrial Area,
Bela",107,44,,,423,,,139,
,Patna,"Beltron Bhawan, Shastri Nagar",83,22,,,426,,,133,
,,"Gandhi Maidan, Auto Exhaust Test Centre",90,64,,,564,,,282,
,Rajgir,"Sujkund, Near Samuraji hotel",105,24,,,173,,,88,
,Sasaram,"Takia,Ward no.2, Rhotas",106,21,,,215,,,88,
Chandigarh,Chandigarh,"Modern Foods, Industrial Area",94,18,,,341,,,117,
,,Sector-17 C,145,23,,,292,,,92,
,,"Punjab Engineering College, Sector- 12",146,26,,,399,,,93,
,,"Sector-39, IMTECH",154,26,,,570,,,107,
,,Kaimbwala Village,139,22,,,263,,,101,
Chattisgarh,Bilaspur,"Regional Office, CECB Vyapar Vihar",96,20,,,72,,,42,
,Durg-Bhillainagar,"Visak Hostel, Sector-4",95,66,,,95,,,81,
,,"R.O., 5/32 Banglow Office Building",98,48,,,77,,,61,
,,M.P. Laghu Udyog Nigam,93,87,,,106,,,98,
,,"CSIDC Industrial Growth Center, Borai",60,84,,,100,,,96,
,Korba,"HIG 21,22.Near Ghantaghar, MP Extension",98,41,,,87,,,65,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,City / town / village,Location,"No. of
monitoring
days",,PM10 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,"Pragati Nagar NTPC Colony, Jamnipali",98,32,,,115,,,53,
,Raigarh,"Regional Office, ECB, Raigarh",97,19,,,77,,,54,
,,"Jindal Industrial Area,Punjipathra, Raigarh",103,29,,,95,,,69,
,Raipur,"New HIG-9, Hirapur/Housing Board Complex
Kabir Nagar",73,30,,,91,,,58,
,,M/S Wool Worth India Pvt. Ltd. Sarora,76,32,,,99,,,72,
"Dadra &
Nagar Haveli","Baldevi (Dadra &
Nagar Haveli)*","Baldevi Village, Athola, Dandul Faliya,
Teh:Dadra & Nagar Haveli",103,25,,,130,,,70,
,Silvassa,"Khadoli Industrial Area, Khadoli",99,55,,,178,,,132,
,,"Chetan Guest House, Near Post Office, Piperia,
silvassa Char Rasta",101,53,,,171,,,117,
Daman & Diu,Daman,"Prima Plastic, Kadaiya Industrial Area, Kadaiya",103,38,,,157,,,114,
,,"Mashal Chawk, Nani Daman",99,41,,,158,,,116,
,Patlara (Daman)*,"Makat Faliya/ Ambavadi, Patlara Village, Moti
Daman Teh:Daman",101,32,,,140,,,74,
Delhi,Delhi,"N.Y. School, Sarojini Nagar, Delhi",94,33,,,345,,,156,
,,Janakpuri,113,34,,,1076,,,243,
,,"Naraina Industrial Area, Delhi",94,31,,,416,,,225,
,,Nizamuddin,99,30,,,708,,,234,
,,Pritampura,118,35,,,990,,,250,
,,Shahadra,102,28,,,699,,,252,
,,Shahzada Bagh,104,23,,,918,,,225,
,,Siri Fort,106,29,,,916,,,250,
,,"Town Hall, Ayurvedic Dispensary, Chandni
Chowk, Delhi",89,46,,,400,,,187,
Goa,Amona,"Amona, Bicholim",63,19,,,98,,,62,
,Assanora,"Assanora Junction, Bardez",65,22,,,95,,,56,
,Bicholim,Bicholim,64,20,,,173,,,70,
,Codli,"Codli Tisk, Ponda, Sanguem",64,23,,,143,,,61,
,Cuncolim,Cuncolim,50,46,,,94,,,77,
,Curchorem,"Curchorem, Sanvordem, Quepem",71,21,,,83,,,57,
,Honda,"Honda Junction, Sattari",65,22,,,145,,,62,
,Kundaim,Kundaim Industrial Estate,66,21,,,185,,,69,
,Mapusa,Mapusa town,83,10,,,206,,,73,
,Margao,Margao Town,64,22,,,94,,,57,
,Mormugao,"Fire Brigade Station, Port Trust",62,21,,,300,,,101,
,Panaji,"Old GSPCB premises, Patto",69,12,,,149,,,68,
,Ponda,Ponda Town,55,20,,,257,,,93,
,Sanguem,"Near Railway Station at Kalem, Sanguem",65,28,,,83,,,61,
,Tilamol,"Quepem, Tilamol",51,25,,,141,,,81,
,Tuem,Tuem Industrial Estate,64,25,,,87,,,54,
,Usgao,"Usgao Plae, Junction, Ponda",64,24,,,102,,,59,
,Vasco,"Fuse Call Office, Mormugao",85,17,,,304,,,83,
Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",95,134,,,334,,,217,
,,Cadilla Bridge Narol,104,130,,,419,,,258,
,,"Bhagavathi Estate, Keval Kanta Road, Rakhiyal",104,101,,,408,,,223,
,,"Reliable Products, 61/62 Ilaben
estate,PiranaDump Site,Narol (previous Dyno
Wash)",104,150,,,504,,,324,
,,L.D. Engg. College,104,118,,,329,,,197,
,,"Shardaben Hospital, Saraspur",104,114,,,378,,,218,
,,"R.C. Technical High School, Mirzapur",104,108,,,408,,,199,
,,"AZL Behrampura, Ahmadabad",105,118,,,327,,,239,
,,Sola L.T. Chanakyapuri Pumping Station,105,120,,,374,,,249,
,Anklesvar,Rallis India Ltd.,105,99,,,218,,,148,
,,"Durga Traders, Bhavanafarm Society",105,97,,,245,,,149,
,Jamnagar,Fisheries Office,105,87,,,272,,,137,
,Rajkot,Nr. Sardhara Industrial Corporation,104,108,,,411,,,215,
,,GPCB Regional Offce,105,105,,,326,,,190,
,Surat,S.V.R. Engg. College,105,87,,,150,,,109,
,,"B.R.C. High School, Udhna",104,109,,,401,,,236,
,,Near Air India Office,104,94,,,318,,,184,
,Vadodara,"GPCB Office, Geri Vasahat",104,109,,,249,,,167,
,,"Sterling Gelatin Guest House, Vill-Karakhadi
Padia",104,98,,,228,,,162,
,,Dandia Bazaar,104,102,,,326,,,196,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,City / town / village,Location,"No. of
monitoring
days",,PM10 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,CETP Nandesari,104,111,,,391,,,239,
,,Lubrizol,101,96,,,322,,,177,
,Vapi,"GEB, IIIrd Phase, GIDC",102,113,,,317,,,189,
,,"Vapi Nagar Palika, Vapi",105,98,,,296,,,153,
Haryana,Hissar,Urban Estate - II,67,46,,,306,,,140,
"Himachal
Pradesh",Baddi,Industry Department Office Building,117,81,,,644,,,186,
,,AHC barotiwala,119,51,,,463,,,136,
,,Housing Board,141,55,,,659,,,169,
,Damtal,Regional Office,117,26,,,589,,,64,
,,Old Road,132,22,,,281,,,61,
,Dharamshala,Kotwali Bazar Dharamshala,106,16,,,66,,,36,
,,"Daari, Dharamshala",130,11,,,192,,,41,
,Gulaba,Behind green tax barrier,15,17,,,72,,,40,
,Kala Amb,Kala Amb Industrial Area,146,74,,,524,,,130,
,,Kala Amb Town/Trilokpur,179,35,,,178,,,77,
,Manali,"Nehru Park, Manali, Kullu",121,34,,,207,,,84,
,,"HPSPCB, Hadimba Road, Manali, Kullu",112,20,,,121,,,52,
,Marhi,Behind Police check post,12,15,,,42,,,24,
,Nalagarh,Municipal Council,129,60,,,520,,,148,
,Paonta Sahib,Paonta Sahib,143,27,,,435,,,82,
,,Gondhpur Industrial Area,139,33,,,690,,,93,
,Parwanoo,"Regional Office, Sector- 4",134,20,,,294,,,60,
,,Asst. Commissioner Building Sector I,123,33,,,112,,,66,
,Shimla,"Bus Stand, Winterfield",149,27,,,168,,,60,
,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",144,20,,,321,,,78,
,,"Muncipal Council, NH-21, Mandi",122,21,,,464,,,90,
,Una,"Regional Office, Una",116,55,,,556,,,68,
,,"DIC Building, Mehatpur, Una",79,58,,,84,,,66,
,Vashisht,"Behind pollution check barrier, Bhang",24,22,,,90,,,44,
"Jammu &
Kashmir",Jammu,"Regional Office, Jammu",98,73,,,367,,,169,
,,"M.A. Stadium, Jewel Chowk",99,54,,,291,,,159,
,,Bari Brahamana Industrial Area,101,65,,,283,,,165,
,Pulwama,Khrew,43,49,,,170,,,104,
,Srinagar,"SPCB Office Campus, Srinagar",48,47,,,162,,,78,
,,Khonmoh,47,60,,,205,,,123,
,,"Lasjan, Budgam",39,47,,,820,,,258,
Jharkhand,Barajamda,Barajamda U.M. Office,86,49,,,104,,,75,
,Dhanbad,R.O. Dhanbad,87,80,,,358,,,218,
,,"EMTI, Bastacola",77,96,,,465,,,268,
,,"CGM Office, Kusunda",92,154,,,481,,,305,
,Jamshedpur,Bistupur Vehical Testing Centre,93,74,,,190,,,127,
,,Golmuri Vehicle Testing Centre,89,75,,,186,,,130,
,Jharia,M.A.D.A.,101,118,,,498,,,322,
,Ranchi,"Albert Ekka Chowk, Main Road",92,103,,,147,,,122,
,Saraikela,"RO Building, Adityapur",91,54,,,196,,,128,
,Sindri,BIT / PDIL,58,64,,,214,,,136,
Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,83,18,,,106,,,65,
,Bangalore,"Graphite India, White Field Road",83,56,,,270,,,116,
,,"AMCO Batteries, Mysore Road",120,46,,,162,,,102,
,,"KHB Industrial Area, Yelahanka",124,49,,,254,,,104,
,,Peenya Industrial Area,85,55,,,158,,,89,
,,Victoria hospital,104,33,,,129,,,66,
,,Yeshwanthpura police station,120,44,,,243,,,107,
,,"Jnanabharathi, Bangalore University",77,13,,,65,,,41,
,,"TERI office, Vital Medi healthcare Pvt Ltd",105,43,,,175,,,93,
,Belgaum,Karnataka SPCB Office Building,79,16,,,325,,,89,
,Bidar,KSPCB Office Premises,44,13,,,147,,,82,
,Bijapur,KSPCB Office Premises,86,19,,,185,,,76,
,Chitradurga,KSPCB Office Premises,100,18,,,354,,,53,
,Devanagere,"Regional Office building, KSPCB",93,21,,,83,,,48,
,,"HPF Intakewell, Kumarapattnam",105,20,,,70,,,40,
,Gulburga,Government Hospital,59,7,,,154,,,55,
,Hassan,KSRTC bus stand building,104,25,,,47,,,33,
,Hubli-Dharwad,"Lakkamanahalli Industrial Area, Dharwad",103,42,,,87,,,66,
,,"Rani Chennamma Circle, Hubli",106,57,,,106,,,84,
,Kolar,"KSPCB Office Premises, Kolar",95,34,,,148,,,81,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,City / town / village,Location,"No. of
monitoring
days",,PM10 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,Mandya,"KSPCB Building, Bandigowda Badarahe",44,36,,,55,,,44,
,Mangalore,Baikampady Industrial Area,93,32,,,87,,,57,
,Mysore,"K.R.Circle, Visvesvaraya Bldg",103,45,,,77,,,53,
,Raichur,"KSPCB Office Premises, Raichur",106,8,,,284,,,90,
,Shimaga,"The VISL, Oxygen Plant, Shimoga",99,15,,,92,,,44,
,Timukuru,KSPCB Office Premises,103,34,,,181,,,87,
Kerala,Alappuzha,"District Office, Alissery Road",98,15,,,69,,,46,
,,"DC Mills, Pathirappally",88,19,,,76,,,54,
,Kochi,"Eloor I, FACT, Ambalamughal",80,15,,,99,,,57,
,,Eloor II,88,24,,,113,,,66,
,,Irumpanam,106,17,,,136,,,52,
,,Ernakulum South,106,19,,,136,,,53,
,,VYTTILA,99,19,,,188,,,53,
,,MG Road Bank Ernakulum,106,17,,,194,,,53,
,,KALAMASSERY / CSIR Complex,103,19,,,161,,,62,
,Kollam,"KSPCB, District Office, Kadappakada",99,20,,,54,,,45,
,,KMML Chavara,96,38,,,60,,,49,
,Kottayam,Kottayam,112,24,,,57,,,39,
,,Vadavathoor,112,27,,,85,,,50,
,Kozhikode,Kozhikode City,103,20,,,501,,,61,
,,Nallalam,104,8,,,131,,,48,
,Malapuram,"Kakkanchery, Sijmak oils",105,14,,,77,,,31,
,Palakkad,SEPR Refractories India Ltd.,102,11,,,97,,,44,
,Pathanamthitta,"KSPCB, Makkamkunnu",103,15,,,39,,,31,
,Thiruvananthapuram,PRS Hospital/COSMO,88,33,,,59,,,44,
,,SMV School,86,37,,,67,,,48,
,,VELI / HiTech Chackai,85,40,,,64,,,54,
,,PETTAH / Sasthamangalam,88,33,,,69,,,50,
,Thissur,"KSPCB, District Office, Poonkunnam",108,11,,,82,,,41,
,Wayanad,Sulthan Bathery,99,7,,,49,,,34,
Lakshwadeep,Kavaratti,Power House Building (Second Floor),14,20,,,60,,,44,
"Madhya
Pradesh",Amlai,HJI,101,48,,,139,,,96,
,,OPM,135,48,,,151,,,85,
,Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",104,75,,,276,,,155,
,,CETP Govindpura,122,68,,,234,,,123,
,,"Nutan Subhash School, T.T. Nagar",103,38,,,183,,,67,
,,"Kolar Thana, Kolar Road, Bhopal",104,71,,,294,,,150,
,,"AKVN Office, Industrial Area Mandideep,
Raisen",88,90,,,295,,,187,
,,"Barkatuallah University, Hoshgabad Road,
Bhopal",102,66,,,225,,,126,
,,"Main Road, Hemu Colony, Bairagarh, Bhopal",106,76,,,218,,,134,
,Chhindwara,"HIG -33, Front of Geetanali Park Housing
Board Colony, Chadagaon",87,30,,,141,,,81,
,,"Hindustan Unileaver, Narsinghpur Road,",84,29,,,119,,,84,
,Dewas,EID Perry (I) Limited,106,55,,,85,,,70,
,,Dewas Metal Section,96,48,,,131,,,68,
,,Vikas Nagar,104,48,,,80,,,66,
,Gwalior,Dindayal Nagar,74,67,,,235,,,127,
,,Maharaj Bada,92,80,,,239,,,141,
,Indore,"M.P. Laghu Udyog, Pologround",98,41,,,134,,,87,
,,"Kothari Market, M.G. Road",108,45,,,252,,,87,
,,"Telephone Nagar, 26 A, Kanadia Road",109,43,,,273,,,91,
,Jabalpur,Vijay Nagar,102,46,,,231,,,107,
,,Udaipur Beverage Racchai,102,51,,,246,,,131,
,Katni,"HIG-4 Housing Board Colony Jhinjhri, Katni",97,64,,,170,,,90,
,,"Calderys Works Refactories India Private
Limited, Guest House, Katni",94,60,,,152,,,91,
,Nagda,Chem. D. Labour Club,74,32,,,85,,,56,
,,B C I Labour Club,76,37,,,80,,,58,
,,Grasim Kalyan Kendra,77,44,,,116,,,71,
,Prithampur,"Vikas Bhavan, Sector-2",105,51,,,112,,,88,
,,"RCC Over Head Tank No. 1, Sector-3",104,54,,,119,,,91,
,Sagar,Pt.Deendayal Nagar,96,31,,,197,,,79,
,,"Katra Bazar, Sagar",100,29,,,141,,,72,
,Satna,Sub-divisional Office E/M Light Machniery,89,74,,,210,,,124,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,City / town / village,Location,"No. of
monitoring
days",,PM10 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,"MPPCB,Dharwari GaliNo.5,House No.318",113,55,,,129,,,86,
,Singrauli,Jayant Township,97,59,,,193,,,114,
,,"N.T.P.C., Vidyanagar",100,59,,,198,,,111,
,,Waidhan,97,19,,,181,,,110,
,Ujjain,District Office,95,52,,,116,,,93,
,,Regional Office,104,41,,,116,,,69,
,,Mahakal Temple,121,23,,,370,,,85,
,,Chamunda Mata Chouraha,96,56,,,136,,,84,
Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",107,38,,,94,,,68,
,,"MIDC Water Work, Phash-II, MIDC Akola",107,48,,,92,,,78,
,,"College Of Engineering & Tech, Akola",104,50,,,91,,,71,
,Ambernath,Ambernath Municipal Council Office,86,43,,,350,,,157,
,Amravati,"Apurva Oil Industries, A-23, MIDC",90,78,,,152,,,111,
,,"Elect. Dept., Govt College Engineering",87,47,,,141,,,80,
,,"Rajkamal Square, Vaneeta Samaj",83,98,,,140,,,121,
,Aurangabad,S.B.E.S. College,86,38,,,91,,,72,
,,Collector Ofiice,77,30,,,92,,,69,
,,"C.A.D.A. Ofiice, Garkheda",84,23,,,94,,,70,
,Badlapur,BIWA Office,82,24,,,256,,,144,
,Bhiwandi,"Prematai Hall, Near Dhamankar Naka",88,60,,,83,,,68,
,,"Fire Brigade Office, I.G.M. Hospital",100,61,,,85,,,70,
,,"Regional Office, M.P.C. Board, Kalyan",106,63,,,83,,,69,
,Chandrapur,Grampanchat Ghughus,100,78,,,630,,,316,
,,M.I.D.C. Chandrapur,102,27,,,135,,,85,
,,Nagar Parishad,330,22,,,220,,,94,
,,"Gadchandur Gram Panchayat, Rajura",100,74,,,274,,,171,
,,"MIDC, Tadali",100,40,,,210,,,105,
,,"Muncipal Council, Ballarshah",99,59,,,256,,,125,
,Dombivali,Dombivali MIDC Phase-II,85,76,,,248,,,144,
,Jalgaon,B. J. Market,111,49,,,138,,,73,
,,Girna water tank,110,44,,,127,,,72,
,,MIDC Jalgaon,109,47,,,131,,,76,
,Jalna,"Bachat Bhawan, Near S P Office",90,61,,,141,,,108,
,,"Krishidhan Seeds Ltd, MIDC Area",88,82,,,110,,,98,
,Kolhapur,"University Campus, Shivaji University",97,35,,,88,,,61,
,,"Ruikar Trust, S.T. Stand",100,78,,,162,,,115,
,,"Mahadwar Road, Near Mahalaxmi Temple",100,64,,,133,,,95,
,Latur,MIDC Water Works,105,13,,,213,,,96,
,,Kshewraj Vidyalaya Shyam nagar,108,26,,,189,,,96,
,,Sidhheshwar Sahakari Bank Ganjgolai,104,15,,,200,,,92,
,Mumbai,"Bank of India, Kalbadevi Branch, Kalbadevi",20,116,,,256,,,172,
,,"Parel TT, Ambedkar Road",95,56,,,458,,,166,
,,Worli,97,58,,,329,,,158,
,Nagpur,Institution of Engineers,115,51,,,181,,,112,
,,"Govt. Polytechnic College, Sadar",111,55,,,177,,,108,
,,MIDC Office Hingana Road,101,60,,,179,,,119,
,,"MIDC Industrial Area, MIDC Office, Hingna",89,15,,,283,,,76,
,,"Nagpur Coop Building, Maskasath, Itwari",91,10,,,304,,,133,
,,"NEERI Lab, Nehru Marg, Highway No. 7",83,14,,,232,,,108,
,Nashik,"MPCB Office Premises, Civil Lines",313,40,,,268,,,70,
,,R.T.O. Colony Tank,101,35,,,171,,,84,
,,"VIP Industrial Area, MIDC Satpura",104,32,,,193,,,81,
,,Nashik Municipal Council Building,99,41,,,204,,,91,
,,"MPCB Sub R.O. Udyog Bhawan, Nashik",312,25,,,220,,,84,
,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",98,27,,,337,,,77,
,,"Dr. D.Y. Patil College, Nerul, TTC",100,32,,,228,,,72,
,,"MPCB Lab, Mhape, TTC",97,30,,,140,,,62,
,,CIDCO Nodal Office Kharghar,102,25,,,200,,,72,
,,"Water Pump House, Panvel, Taloja",103,30,,,137,,,70,
,,"MIDC Collom Facility Building, Taloja",95,30,,,155,,,70,
